,西暦年度,絶対番号,県コード_地点統一番号_x,水域コード_地点統一番号_x,地点コード_地点統一番号_x,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号_x,ＲＬＳ識別コード,水系コード,地点新設等コード,県コード_地点統一番号_y,水域コード_地点統一番号_y,地点コード_地点統一番号_y,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,水質年鑑コード,推定絶対番号,推定水系コード,備考,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms,地点統一番号_y
10,1975,110121,,,,0,,,,,,,,,,,,,,,#,0.8,#,2.8,0.0,42.0,#,0.9,#,2.8,0.0,10.0,#,1.5,#,1.5,#,1.8,#,4.4,#,13.0,,42.0,#,4.9,#,13.0,,10.0,#,8.3,#,8.0,#,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,新石狩大橋,シンイシカリオオハシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0060,110080.0,81007.0,,43.13638889,141.51222222, 43:08:11,141:30:44,
11,1975,110131,,,,0,,,,,,,,,,,,,,,#,0.8,#,2.4,0.0,12.0,#,0.8,#,2.4,0.0,12.0,#,1.4,#,1.4,#,1.7,#,5.2,#,9.6,,12.0,#,5.2,#,9.6,,12.0,#,7.4,#,7.3,#,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,石狩河口橋,イシカリカコウバシ,,B,2,,1970,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0070,110070.0,81007.0,,43.22888889,141.35250000, 43:13:44,141:21:09,
12,1975,110141,,,,0,,,,,,,,,,,,,,,#,0.6,#,1.8,0.0,12.0,#,0.6,#,1.5,0.0,6.0,#,0.9,#,0.8,#,0.9,#,3.8,#,33.0,,12.0,#,4.0,#,18.0,,6.0,#,9.6,#,8.4,#,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,空知大橋,ソラチオオハシ,,B,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0080,111970.0,81007.0,,43.54805556,141.91500000, 43:32:53,141:54:54,
13,1975,110151,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.9,0.0,8.0,<,0.5,#,2.9,0.0,8.0,#,1.0,#,0.7,#,0.8,#,3.7,#,29.0,,8.0,#,3.7,#,29.0,,8.0,#,8.8,#,6.0,#,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,赤平橋,アカヒラバシ,,B,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0081,111980.0,,,43.55972222,142.04305556, 43:33:35,142:02:35,
14,1975,110161,,,,0,,,,,,,,,,,,,,,#,0.5,#,0.7,0.0,5.0,#,0.5,#,0.7,0.0,5.0,#,0.6,#,0.5,#,0.6,#,2.0,#,4.4,,5.0,#,2.0,#,4.4,,5.0,#,3.1,#,2.6,#,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,たいざん橋,タイザンバシ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0082,111950.0,81007.0,,43.49222222,142.21638889, 43:29:32,142:12:59,
15,1975,110171,,,,0,,,,,,,,,,,,,,,#,0.6,#,1.6,0.0,5.0,#,0.6,#,1.6,0.0,5.0,#,1.0,#,0.7,#,1.2,#,2.0,#,3.5,,5.0,#,2.0,#,3.5,,5.0,#,2.8,#,2.8,#,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,新空知橋,シンソラチバシ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0083,111960.0,,,43.34472222,142.37638889, 43:20:41,142:22:35,
16,1975,110181,,,,0,,,,,,,,,,,,,,,#,0.5,#,0.7,0.0,5.0,#,0.5,#,0.7,0.0,5.0,#,0.6,#,0.6,#,0.6,#,2.2,#,3.3,,5.0,#,2.2,#,3.3,,5.0,#,2.5,#,2.4,#,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,下金山橋,シモカナヤマバシ,,AA,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0084,111940.0,81007.0,,43.20666667,142.41388889, 43:12:24,142:24:50,
17,1975,110191,,,,0,,,,,,,,,,,,,,,#,0.6,#,2.4,0.0,10.0,#,0.7,#,2.4,0.0,5.0,#,1.5,#,1.4,#,2.0,#,5.8,#,11.0,,10.0,#,6.1,#,11.0,,5.0,#,8.1,#,7.1,#,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,江別大橋,エベツオオハシ,,B,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0090,112080.0,81007.0,,43.12083333,141.59694444, 43:07:15,141:35:49,
18,1975,110201,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.5,0.0,8.0,<,0.5,#,1.5,0.0,8.0,#,0.8,#,0.7,#,0.8,#,5.2,#,19.0,,8.0,#,5.2,#,19.0,,8.0,#,8.4,#,6.8,#,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,清幌橋,キヨホロバシ,,B,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0091,112090.0,,,43.08944444,141.68833333, 43:05:22,141:41:18,
19,1975,110211,,,,0,,,,,,,,,,,,,,,#,0.5,#,0.9,0.0,6.0,#,0.5,#,0.9,0.0,6.0,#,0.7,#,0.7,#,0.9,#,2.4,#,9.3,,6.0,#,2.4,#,9.3,,6.0,#,6.8,#,7.4,#,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,馬追橋,ウマオイバシ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0092,112050.0,81007.0,,43.06222222,141.76777778, 43:03:44,141:46:04,
20,1975,110221,,,,0,,,,,,,,,,,,,,,#,0.5,#,1.4,0.0,5.0,#,0.5,#,1.4,0.0,5.0,#,0.8,#,0.6,#,0.7,#,4.1,#,11.0,,5.0,#,4.1,#,11.0,,5.0,#,7.5,#,8.2,#,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,川端橋,カワバタバシ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0093,112060.0,81007.0,,42.91833333,141.91138889, 42:55:06,141:54:41,
21,1975,110231,,,,0,,,,,,,,,,,,,,,#,0.6,#,1.3,0.0,12.0,#,0.7,#,1.1,0.0,6.0,#,0.9,#,1.0,#,1.0,#,2.8,#,40.0,,12.0,#,3.0,#,34.0,,6.0,#,18.0,#,16.0,#,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,清沼橋,キヨヌマバシ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0094,112070.0,81007.0,,42.97055556,142.00805556, 42:58:14,142:00:29,
22,1975,110241,,,,0,,,,,,,,,,,,,,,#,0.5,#,0.9,0.0,6.0,#,0.5,#,0.9,0.0,6.0,#,0.6,#,0.6,#,0.7,#,3.0,#,6.5,,6.0,#,3.0,#,6.5,,6.0,#,4.1,#,3.4,#,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,南部浄水場取水口,ナンブジヨウスイシユスイグチ,,AA,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0095,112040.0,81007.0,,43.01694444,142.07944444, 43:01:01,142:04:46,
23,1975,110251,,,,0,,,,,,,,,,,,,,,#,0.7,#,1.7,0.0,12.0,#,0.8,#,1.5,0.0,6.0,#,1.2,#,1.1,#,1.3,#,2.6,#,11.0,,12.0,#,3.2,#,10.0,,6.0,#,5.3,#,3.5,#,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,江別橋,エベツバシ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0100,113470.0,81007.0,,43.11388889,141.56027778, 43:06:50,141:33:37,
24,1975,110261,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.2,0.0,8.0,<,0.5,#,1.2,0.0,8.0,#,0.8,#,0.7,#,1.0,#,2.7,#,6.7,,8.0,#,2.7,#,6.7,,8.0,#,4.3,#,3.5,#,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,ウラノサワリユウリヨウカンソクジヨ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0110,112120.0,,,43.01805556,141.57861111, 43:01:05,141:34:43,
25,1975,110271,,,,0,,,,,,,,,,,,,,,#,0.6,#,1.1,0.0,6.0,#,0.6,#,1.1,0.0,6.0,#,0.8,#,0.8,#,0.9,#,1.4,#,4.5,,6.0,#,1.4,#,4.5,,6.0,#,2.4,#,2.1,#,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,舞鶴橋,マイヅルバシ,,A,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0120,112130.0,81007.0,,42.94250000,141.65194444, 42:56:33,141:39:07,
26,1975,110281,,,,0,,,,,,,,,,,,,,,#,0.6,#,0.9,0.0,6.0,#,0.6,#,0.9,0.0,6.0,#,0.7,#,0.8,#,0.8,#,0.8,#,1.8,,6.0,#,0.8,#,1.8,,6.0,#,1.4,#,1.5,#,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,サケ・マスふ化場千歳支場,サケ.マスフカジヨウチトセシジヨウ,,AA,1,,1974,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0130,112100.0,81007.0,,42.80777778,141.57250000, 42:48:28,141:34:21,
27,1975,110291,,,,0,,,,,,,,,,,,,,,#,0.5,#,1.0,0.0,19.0,#,0.6,#,1.0,0.0,10.0,#,0.8,#,0.8,#,0.8,<,0.5,#,6.4,,19.0,<,0.5,#,4.9,,10.0,#,2.8,#,2.8,#,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,シベツシジヨウスイシユスイクチ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0210,110410.0,81001.0,,44.19194444,142.39305556, 44:11:31,142:23:35,
28,1975,110301,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.0,0.0,5.0,<,0.5,#,1.0,0.0,5.0,#,0.6,<,0.5,#,0.5,<,0.5,#,4.3,,5.0,<,0.5,#,4.3,,5.0,#,2.6,#,2.8,#,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,オクシベツ,,AA,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0211,110400.0,81001.0,,44.10972222,142.59805556, 44:06:35,142:35:53,
29,1975,110311,,,,0,,,,,,,,,,,,,,,#,0.5,#,3.6,1.0,38.0,#,0.5,#,3.6,1.0,13.0,#,1.5,#,1.2,#,2.3,#,1.9,#,13.0,,38.0,#,1.9,#,13.0,,13.0,#,4.9,#,4.1,#,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,名寄大橋,ナヨロオオハシ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0220,110490.0,81001.0,,44.36111111,142.44277778, 44:21:40,142:26:34,
30,1975,110321,,,,0,,,,,,,,,,,,,,,#,1.2,#,3.4,1.0,20.0,#,1.3,#,2.6,0.0,10.0,#,1.8,#,1.6,#,2.2,#,3.4,#,8.8,,20.0,#,3.5,#,7.2,,10.0,#,5.1,#,5.0,#,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,東恵橋,トウケイバシ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0230,110480.0,,,44.45361111,142.36194444, 44:27:13,142:21:43,
31,1975,110331,,,,0,,,,,,,,,,,,,,,#,0.5,#,2.7,0.0,74.0,#,0.6,#,1.8,0.0,13.0,#,1.2,#,1.1,#,1.3,#,3.4,#,11.0,,74.0,#,3.8,#,8.8,,13.0,#,5.1,#,4.8,#,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,美深橋,ビフカバシ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0240,110470.0,81001.0,,44.48138889,142.33500000, 44:28:53,142:20:06,
32,1975,110341,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.9,0.0,48.0,#,0.5,#,1.7,0.0,12.0,#,0.9,#,0.9,#,0.9,#,2.8,#,10.0,,48.0,#,3.4,#,8.0,,12.0,#,4.6,#,4.3,#,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,中川捕獲場,ナカガワホカクジヨウ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0250,110450.0,81001.0,,44.74333333,142.04500000, 44:44:36,142:02:42,
33,1975,110351,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.3,0.0,48.0,<,0.5,#,1.5,0.0,12.0,#,0.9,#,0.9,#,1.0,#,1.6,#,10.0,,48.0,#,1.8,#,9.6,,12.0,#,5.0,#,5.0,#,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,マルヤマ,,B,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0251,110460.0,,,44.92750000,141.88138889, 44:55:39,141:52:53,
34,1975,110361,,,,0,,,,,,,,,,,,,,,#,0.7,#,16.0,2.0,8.0,#,0.7,#,16.0,2.0,8.0,#,3.4,#,1.3,#,1.5,#,3.4,#,10.0,,8.0,#,3.4,#,10.0,,8.0,#,6.2,#,5.4,#,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,イヌウシベツカワゴウリユマエ,,A,2,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0260,110440.0,81001.0,,44.14166667,142.39500000, 44:08:30,142:23:42,
35,1975,110371,,,,0,,,,,,,,,,,,,,,#,0.5,#,0.9,0.0,42.0,#,0.5,#,0.9,0.0,10.0,#,0.6,#,0.6,#,0.6,#,1.3,#,3.5,,42.0,#,1.4,#,3.5,,10.0,#,2.5,#,2.6,#,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,ナヨロシジヨウスイシユスイクチ,,A,1,,1972,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01R0270,110420.0,81001.0,,42.36861111,142.46388889, 42:22:07,142:27:50,
